Month,Make,AccidentArea,MonthClaimed,VehicleCategory,VehiclePrice,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,AddressChange_Claim,NumberOfCars,BasePolicy,FraudFound_P,RegistrationDate
Nov,Ford,Urban,Nov,Utility,88542,400,2,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Oct,Pontiac,Urban,Oct,Sedan,71892,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Nov,Pontiac,Urban,Nov,Sedan,35253,400,4,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Aug,Chevrolet,Urban,Oct,Sport,23248,700,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Mar,Pontiac,Urban,Mar,Sedan,23540,400,3,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Mar,Pontiac,Urban,Mar,Sedan,22918,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Feb,Pontiac,Urban,Mar,Sedan,31905,400,4,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Apr,Chevrolet,Urban,May,Sport,35262,,3,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
May,Pontiac,Urban,May,Sport,35664,400,1,more than 30,more than 30,2 to 4,over 25,Yes,No,External,no change,1 vehicle,Liability,0,01:01.0
May,Mazda,Urban,May,Sport,94834,400,3,more than 30,more than 30,none,over 25,No,Yes,External,no change,1 vehicle,Collision,0,01:01.0
May,Honda,Urban,May,Sedan,33575,400,1,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
May,Mazda,Urban,May,Sport,24773,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Jun,Ford,Urban,Jun,Sedan,10160,400,4,more than 30,more than 30,2 to 4,25 and under,No,No,External,4 to 8 years,2 vehicles,All Perils,0,01:01.0
Jun,Honda,Urban,Jun,Sedan,28816,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Jun,VW,Urban,Jun,Sport,49692,400,1,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Jul,Toyota,Urban,Aug,Sedan,27264,400,4,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Jul,Honda,Rural,Jul,Sport,90192,400,4,more than 30,more than 30,2 to 4,25 and under,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Aug,Toyota,Urban,Aug,Sedan,25916,400,4,more than 30,more than 30,1,over 25,No,No,External,no change,3 to 4,All Perils,0,01:01.0
Sep,Toyota,Urban,Sep,Sedan,26810,400,4,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Oct,Pontiac,Urban,Oct,Sport,22247,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Mar,Honda,Urban,Mar,Sedan,27516,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Nov,Pontiac,Urban,Nov,Sport,22900,400,3,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Nov,Pontiac,Urban,Nov,Sedan,25102,400,4,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Feb,Mazda,Urban,Feb,Sport,93668,400,4,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Mar,Mazda,Urban,Mar,Sport,25241,400,3,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Mar,Mazda,Urban,Mar,Sedan,34387,400,3,more than 30,more than 30,none,over 25,Yes,No,External,no change,1 vehicle,Collision,0,01:01.0
Apr,Toyota,Urban,Apr,Sedan,27393,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
May,Saab,Rural,Jun,Sedan,37569,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
May,Toyota,Urban,Jun,Sport,2287,400,2,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Jul,Mazda,Urban,Jul,Sedan,76482,400,1,more than 30,more than 30,2 to 4,over 25,Yes,No,External,no change,1 vehicle,Collision,0,01:01.0
Aug,Pontiac,Urban,Sep,Sedan,22923,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Aug,Toyota,Urban,Aug,Sedan,31026,400,3,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Nov,Pontiac,Urban,Nov,Sport,24523,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,4 to 8 years,2 vehicles,Liability,0,01:01.0
Nov,Toyota,Urban,Nov,Sport,22853,700,4,more than 30,more than 30,more than 4,over 25,Yes,No,External,no change,1 vehicle,Liability,0,01:01.0
Nov,Pontiac,Urban,Nov,Sport,22714,400,2,more than 30,more than 30,2 to 4,over 25,Yes,No,External,no change,1 vehicle,Liability,0,01:01.0
Nov,Accura,Urban,Dec,Sedan,33405,400,1,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Nov,Pontiac,Rural,Nov,Sedan,23123,400,1,more than 30,more than 30,none,over 25,No,,External,no change,1 vehicle,All Perils,0,01:01.0
Oct,Mazda,Rural,Oct,Sport,20685,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Oct,Ford,Urban,Nov,Sedan,24544,400,4,more than 30,more than 30,none,over 25,Yes,No,External,no change,1 vehicle,Collision,0,01:01.0
Jul,Mazda,Urban,Jul,Sedan,26763,400,4,more than 30,more than 30,1,over 25,No,No,External,1 year,1 vehicle,Collision,0,01:01.0
Jul,Pontiac,Urban,Jul,Sedan,27089,400,3,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Mar,VW,Urban,Mar,Sedan,36243,400,1,1 to 7,15 to 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Jul,Saab,Urban,Jul,Sedan,37872,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Jun,Toyota,Urban,Jun,Sedan,7029,500,3,more than 30,more than 30,1,over 25,No,No,External,2 to 3 years,1 vehicle,All Perils,0,01:01.0
Jun,Pontiac,Urban,Jun,Sport,22034,400,3,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Jun,Mazda,Urban,Jun,Sport,25958,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
May,Pontiac,Urban,May,Sport,32107,400,2,more than 30,more than 30,none,over 25,Yes,No,External,no change,1 vehicle,Liability,0,01:01.0
May,Pontiac,Urban,May,Sport,34686,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
May,,Urban,May,Sedan,22691,400,1,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Apr,Mazda,Urban,May,Sport,26950,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Mar,Toyota,Urban,Mar,Sedan,20460,400,3,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Mar,Mazda,Urban,Mar,Sport,57827,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,4 to 8 years,2 vehicles,Liability,0,01:01.0
Mar,Pontiac,Urban,Mar,Sedan,30385,400,2,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Mar,Pontiac,Urban,Mar,Sedan,26734,400,4,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Mar,Mazda,Urban,Mar,Sedan,28617,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Oct,Pontiac,Urban,Oct,Sedan,24160,400,3,more than 30,more than 30,1,over 25,No,No,External,no change,3 to 4,All Perils,0,01:01.0
Oct,Chevrolet,Urban,Oct,Sedan,33737,400,3,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Sep,Mazda,Urban,Sep,Sedan,38800,400,3,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Sep,Chevrolet,Urban,Sep,Sedan,25394,400,4,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Jul,Honda,Urban,Aug,Sport,90385,400,4,more than 30,more than 30,2 to 4,25 and under,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Jun,Pontiac,Urban,Jun,Sport,34407,400,2,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Jun,Pontiac,Urban,Jun,Sport,24752,700,1,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
May,Toyota,Urban,May,Sedan,95619,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
May,Honda,Urban,Jun,Sport,23136,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Apr,Mazda,Urban,Apr,Sedan,20972,400,3,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Mar,Pontiac,Urban,Mar,Sedan,21173,400,3,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Mar,Pontiac,Rural,Apr,Sedan,25804,400,2,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Apr,Mazda,Urban,Apr,Sedan,22551,400,3,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Mar,Mazda,Urban,Mar,Sedan,32256,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Feb,Toyota,Urban,Mar,Sedan,26322,400,2,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Feb,Honda,Urban,Feb,Sedan,72029,400,3,more than 30,more than 30,1,25 and under,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Feb,Pontiac,Urban,Feb,Sedan,24915,400,4,more than 30,more than 30,1,over 25,No,No,External,4 to 8 years,2 vehicles,Collision,0,01:01.0
Mar,Ford,Urban,Mar,Sedan,57682,400,4,more than 30,more than 30,1,over 25,Yes,Yes,External,no change,1 vehicle,Collision,0,01:01.0
Jan,Pontiac,Urban,Feb,Sport,21676,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Nov,Chevrolet,Urban,Nov,Sport,46531,400,4,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Aug,Mazda,Rural,Aug,Sedan,23989,400,4,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Aug,Chevrolet,Urban,Aug,Sport,53356,400,4,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Sep,Mazda,Urban,Sep,Sedan,23358,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Sep,Chevrolet,Urban,Oct,Sedan,23363,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Oct,Chevrolet,Urban,Nov,Sedan,94338,400,2,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Dec,VW,Urban,Mar,Sport,44157,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Sep,Mazda,Rural,Oct,Sedan,22984,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Aug,Mazda,Urban,Aug,Sport,30598,400,2,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Mar,Toyota,Urban,Apr,Sedan,26341,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Jul,Toyota,Urban,Jul,Sport,4742,400,4,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Mar,Pontiac,Rural,Mar,Sedan,30789,400,4,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Jan,Honda,Urban,Jan,Sport,87186,400,3,more than 30,more than 30,2 to 4,25 and under,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Feb,Honda,Urban,Mar,Sport,34684,400,1,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Apr,Chevrolet,Urban,Apr,Sedan,28509,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Mar,Toyota,Urban,May,Sedan,30645,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
May,Pontiac,Urban,May,Sport,26694,400,2,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Aug,Pontiac,Urban,Aug,Sedan,20843,400,1,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Aug,Pontiac,Rural,Aug,Sedan,27922,700,2,more than 30,more than 30,2 to 4,over 25,Yes,No,External,4 to 8 years,2 vehicles,Collision,0,01:01.0
Oct,Pontiac,Urban,Oct,Sport,25589,400,3,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Nov,Mazda,Urban,Nov,Sedan,72426,400,4,more than 30,more than 30,none,over 25,No,No,External,no change,3 to 4,All Perils,0,01:01.0
Dec,Mercury,Urban,Dec,Utility,96696,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Feb,Mercury,Urban,Mar,Sedan,23702,400,2,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Mar,Honda,Urban,Mar,Sport,21264,400,4,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Mar,Pontiac,Urban,Mar,Sport,90249,400,4,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Mar,Mazda,Urban,Mar,Sedan,23089,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Mar,Toyota,Urban,Mar,Sport,27284,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Apr,Chevrolet,Urban,Apr,Sport,79192,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Dec,Mercury,Urban,Dec,Sport,23748,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Dec,,Urban,Dec,Sedan,22003,400,3,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Dec,Pontiac,Urban,Dec,Sedan,22822,400,3,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Nov,Toyota,Urban,Dec,Sport,28021,400,4,more than 30,more than 30,1,over 25,,No,External,no change,1 vehicle,Liability,0,01:01.0
Nov,Mazda,Urban,Nov,Sedan,25527,400,1,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Nov,Toyota,Urban,Nov,Sedan,34665,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Nov,Dodge,Urban,Nov,Sedan,37107,400,3,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Sep,Mazda,Urban,Sep,Sedan,23966,400,4,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Aug,Honda,Urban,Aug,Sedan,28581,400,2,more than 30,more than 30,none,over 25,No,No,External,4 to 8 years,2 vehicles,Collision,0,01:01.0
Aug,Honda,Urban,Aug,Sedan,24176,400,4,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Mar,Honda,Urban,Apr,Sedan,38286,400,2,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Mar,Chevrolet,Urban,Apr,Sedan,21378,400,3,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Mar,Toyota,Urban,May,Sedan,37233,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Dec,Toyota,Rural,Dec,Sedan,38791,400,4,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Dec,Chevrolet,Urban,Jan,Sedan,20198,400,3,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Dec,Toyota,Urban,Dec,Sedan,33668,400,1,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Dec,Honda,Urban,Dec,Sedan,27029,400,3,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Nov,Chevrolet,Urban,Nov,Sedan,30807,400,3,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Nov,Honda,Urban,Dec,Sport,36072,700,3,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Nov,Chevrolet,Urban,Nov,Sedan,26698,400,4,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Oct,Toyota,Urban,Oct,Sport,21992,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Sep,Pontiac,Urban,Sep,Sport,20901,400,3,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Sep,Toyota,Urban,Oct,Sedan,26046,400,1,more than 30,more than 30,1,25 and under,No,No,External,1 year,1 vehicle,Collision,0,01:01.0
Aug,Pontiac,Urban,Aug,Sedan,25724,400,4,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Aug,Pontiac,Urban,Aug,Sedan,7723,400,3,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Jul,Toyota,Urban,Jul,Sedan,24947,400,4,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Mar,Mazda,Urban,Apr,Sedan,27992,400,2,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Jul,VW,Urban,Aug,Sedan,76332,400,3,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Jul,Honda,Urban,Jul,Sedan,32711,400,,more than 30,more than 30,1,over 25,No,No,External,4 to 8 years,2 vehicles,All Perils,0,01:01.0
May,Mazda,Urban,May,Sedan,30941,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Mar,Saab,Urban,Mar,Sedan,33238,400,1,more than 30,more than 30,1,over 25,No,No,External,no change,3 to 4,All Perils,0,01:01.0
Mar,Toyota,Urban,Mar,Sport,93723,400,2,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Mar,Accura,Urban,Apr,Sedan,21182,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Feb,Toyota,Urban,Feb,Sport,20979,400,2,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Dec,Pontiac,Urban,Feb,Sport,26482,400,4,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Aug,Dodge,Urban,Aug,Sport,70170,400,2,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Dec,Toyota,Urban,Dec,Sedan,22837,400,3,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Jun,Mazda,Urban,Jun,Sedan,28821,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Sep,Mazda,Urban,Sep,Sedan,25003,400,4,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Nov,Chevrolet,Urban,Nov,Sport,31174,400,4,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Oct,Honda,Rural,Apr,Sedan,81412,400,3,more than 30,more than 30,none,25 and under,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Apr,Honda,Urban,Apr,Sport,5025,400,2,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Apr,Pontiac,Urban,Apr,Sport,21163,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Jun,Pontiac,Urban,Jun,Sport,33487,400,2,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Jun,Pontiac,Urban,Jun,Sedan,23522,700,1,more than 30,more than 30,1,over 25,Yes,Yes,External,no change,1 vehicle,All Perils,0,01:01.0
Jul,Honda,Urban,Jul,Sport,92119,400,4,more than 30,more than 30,1,over 25,No,No,External,4 to 8 years,2 vehicles,Liability,0,01:01.0
Aug,Pontiac,Urban,Aug,Sedan,18898,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Sep,Pontiac,Urban,Sep,Sedan,24350,400,3,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Oct,Toyota,Urban,Oct,Sport,21977,400,,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Oct,Pontiac,Urban,Oct,Sedan,23377,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Nov,Pontiac,Urban,Nov,Sedan,32700,400,1,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Nov,Honda,Urban,Dec,Sedan,18407,400,1,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Nov,Mazda,Rural,Nov,Sedan,27740,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Oct,Honda,Urban,Oct,Sedan,23064,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Apr,Toyota,Urban,Apr,Sport,28018,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Apr,Honda,Urban,Apr,Sport,31812,400,1,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Mar,Toyota,Urban,Apr,Sedan,20594,400,3,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Jun,Mazda,Rural,Jun,Sport,73389,400,2,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Mar,Mazda,Urban,Mar,Sedan,35073,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
May,Nissan,Urban,May,Sedan,30639,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Jul,Pontiac,Rural,Jul,Sedan,31219,400,4,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Aug,Mazda,Urban,Aug,Sedan,30472,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Nov,Toyota,Rural,Nov,Sedan,17634,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Dec,Pontiac,Urban,Dec,Sport,20723,400,2,more than 30,more than 30,1,over 25,No,No,Internal,no change,1 vehicle,Liability,0,01:01.0
Dec,Ford,Urban,Dec,Sedan,44188,400,3,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Nov,Toyota,Rural,Nov,Sedan,21522,400,3,more than 30,more than 30,none,over 25,No,No,External,4 to 8 years,2 vehicles,Collision,0,01:01.0
Jan,Honda,Urban,Jan,Sport,33467,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,3 to 4,Liability,0,01:01.0
Jan,Chevrolet,Urban,Apr,Utility,91557,400,3,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Mar,VW,Urban,May,Sedan,49204,400,3,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Mar,Accura,Urban,Mar,Sport,33422,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
May,Mazda,Urban,May,Sport,32045,400,4,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Jun,,Rural,Jun,Sedan,23321,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Mar,Mazda,Rural,Apr,Sedan,38376,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Mar,Honda,Urban,Apr,Sport,35691,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Jul,Honda,Urban,Aug,Sport,31280,700,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Jul,Mazda,Urban,Jul,Sedan,21712,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Jun,Saab,Rural,Jul,Sedan,34725,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Oct,Pontiac,Urban,Oct,Sport,25149,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Nov,Toyota,Urban,Dec,Sedan,18920,400,3,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Nov,Chevrolet,Urban,Nov,Sport,35181,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Nov,Honda,Urban,Nov,Sport,71393,400,3,more than 30,more than 30,none,over 25,Yes,No,External,no change,1 vehicle,Liability,0,01:01.0
Dec,Chevrolet,Urban,Dec,Sedan,34932,400,1,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Dec,Toyota,Urban,Dec,Sedan,21793,400,,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
