Month,Make,AccidentArea,MonthClaimed,Sex,MaritalStatus,Fault,VehicleCategory,VehiclePrice,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,AddressChange_Claim,NumberOfCars,BasePolicy,FraudFound_P,PolicyNumber,Year,RegistrationDate
Nov,Pontiac,Urban,Nov,Male,Married,Third Party,Sedan,23953,400.0,3.0,more than 30,more than 30,2 to 4,over 25,No,No,External,4 to 8 years,2 vehicles,Collision,0.0,388798000,2023,2016-02-02 00:01:01.000001
Dec,Toyota,Urban,Dec,Male,Married,Policy Holder,Sedan,6599,400.0,4.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,144801841,2023,2020-02-13 00:01:01.000001
Dec,Pontiac,Rural,Jan,Male,Single,Third Party,Sedan,24000,400.0,2.0,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,940973956,2023,2018-06-04 00:01:01.000001
Apr,Chevrolet,Urban,Apr,Male,Married,Policy Holder,Sedan,24151,400.0,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0.0,654201143,2023,2017-10-07 00:01:01.000001
Apr,Pontiac,Urban,Apr,Male,Single,Policy Holder,Sport,25162,400.0,4.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Liability,0.0,518565032,2023,2018-07-15 00:01:01.000001
May,Pontiac,Urban,May,Male,Married,Third Party,Sedan,18018,400.0,2.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,340290099,2023,2018-06-30 00:01:01.000001
Jun,Chevrolet,Urban,Jun,Male,Married,Policy Holder,Sport,44987,400.0,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,882899573,2023,2016-12-04 00:01:01.000001
Apr,Accura,Urban,Apr,Male,Married,Third Party,Sedan,36901,400.0,3.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,234983870,2023,2017-02-11 00:01:01.000001
Sep,Pontiac,Urban,Oct,Male,Married,Policy Holder,Sport,33608,400.0,2.0,more than 30,more than 30,2 to 4,over 25,No,No,Internal,no change,1 vehicle,Liability,0.0,267568060,2023,2016-04-05 00:01:01.000001
Sep,Chevrolet,Urban,Sep,Male,Married,Policy Holder,Sport,34030,400.0,4.0,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,704912429,2023,2018-12-06 00:01:01.000001
Sep,Toyota,Urban,Oct,Female,Married,Third Party,Sport,25788,400.0,4.0,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,570070602,2023,2016-05-01 00:01:01.000001
Oct,Mazda,Urban,Oct,Male,Married,Policy Holder,Sedan,24896,400.0,1.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0.0,959299910,2023,2017-03-03 00:01:01.000001
Oct,Honda,Urban,Oct,Male,Married,Third Party,Sedan,24958,,1.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0.0,778993398,2023,2017-02-17 00:01:01.000001
Apr,Chevrolet,Urban,Apr,Male,Married,Third Party,Sedan,82665,400.0,2.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0.0,378279509,2023,2016-04-25 00:01:01.000001
Mar,Toyota,Urban,May,Male,Single,Third Party,Sedan,4031,400.0,1.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,913896395,2023,2017-03-15 00:01:01.000001
Mar,Pontiac,Urban,Mar,Male,Married,Policy Holder,Sedan,20556,400.0,3.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,967422210,2023,2016-02-15 00:01:01.000001
Mar,Pontiac,Urban,Mar,Female,Married,Policy Holder,Sport,21447,400.0,3.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,614940290,2023,2018-02-07 00:01:01.000001
Jul,Honda,Urban,Jul,Male,Married,Policy Holder,Sport,71112,400.0,2.0,more than 30,more than 30,none,over 25,No,No,External,no change,3 to 4,Collision,0.0,654886181,2023,2019-03-30 00:01:01.000001
Aug,Honda,Urban,Aug,Male,Married,Policy Holder,Sport,23712,400.0,2.0,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,953175955,2023,2017-09-07 00:01:01.000001
Jul,Honda,Urban,Jul,Male,Married,Third Party,Sedan,28253,400.0,2.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,441372502,2023,2018-08-09 00:01:01.000001
Dec,VW,Urban,Dec,Male,Single,Policy Holder,Sedan,85463,400.0,3.0,more than 30,more than 30,1,over 25,No,No,External,4 to 8 years,2 vehicles,All Perils,0.0,877778062,2023,2016-11-15 00:01:01.000001
Dec,Honda,Urban,Dec,Male,Single,Policy Holder,Sport,21165,400.0,4.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,254985516,2023,2021-04-28 00:01:01.000001
Mar,Pontiac,Urban,Mar,Male,Married,Policy Holder,Sedan,10313,400.0,2.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,861021304,2023,2018-02-20 00:01:01.000001
Aug,,Urban,Aug,Male,Married,Policy Holder,Utility,81883,500.0,4.0,more than 30,more than 30,1,over 25,No,No,External,2 to 3 years,1 vehicle,All Perils,0.0,808703594,2023,2017-06-13 00:01:01.000001
Sep,Toyota,Urban,Sep,Female,Married,Policy Holder,Sport,30763,400.0,2.0,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,167302231,2023,2017-10-25 00:01:01.000001
Nov,Toyota,Urban,Nov,Male,Married,Policy Holder,Sedan,17019,400.0,2.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,949403472,2023,2016-06-29 00:01:01.000001
Nov,Chevrolet,Urban,Nov,Male,Married,Third Party,Sedan,31316,400.0,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0.0,116023854,2023,2017-12-11 00:01:01.000001
Dec,Honda,Urban,Dec,Male,Single,Third Party,Sedan,22560,400.0,2.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,782741438,2023,2018-02-12 00:01:01.000001
Dec,Honda,Urban,Dec,Female,Single,Policy Holder,Sport,21950,400.0,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,460230142,2023,2018-07-16 00:01:01.000001
Dec,Chevrolet,Urban,Dec,Male,Married,Policy Holder,Sport,28855,400.0,1.0,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,106603241,2023,2017-06-24 00:01:01.000001
Dec,Toyota,Urban,Dec,Male,Married,Policy Holder,Sedan,31273,400.0,3.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0.0,179196383,2023,2016-12-11 00:01:01.000001
Dec,Chevrolet,Rural,Dec,Male,Married,Third Party,Sedan,30434,400.0,4.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,304461496,2023,2016-07-09 00:01:01.000001
Nov,Pontiac,Urban,Dec,Male,Married,Policy Holder,Sedan,25052,400.0,4.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0.0,150327202,2023,2016-11-22 00:01:01.000001
Nov,Honda,Urban,Dec,Male,Single,Third Party,Sedan,24969,400.0,2.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,969495757,2023,2019-11-29 00:01:01.000001
Sep,Toyota,Urban,Sep,Male,Married,Policy Holder,Sedan,25923,400.0,2.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0.0,415740233,2023,2017-04-15 00:01:01.000001
Apr,Pontiac,Urban,Apr,Male,Married,Policy Holder,Sport,30664,400.0,4.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,988985670,2023,2016-01-23 00:01:01.000001
Dec,Accura,Urban,Dec,Male,Married,Policy Holder,Sedan,28563,400.0,3.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,301590787,2023,2016-05-27 00:01:01.000001
Dec,VW,Urban,Dec,Male,Married,Policy Holder,Sedan,25189,400.0,4.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,342197759,2023,2016-03-21 00:01:01.000001
Dec,Pontiac,Urban,Dec,Male,Married,Policy Holder,Utility,41100,400.0,1.0,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,363587227,2023,2016-06-28 00:01:01.000001
Dec,Honda,Urban,Dec,Male,Married,Third Party,Sedan,23118,400.0,4.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,648896274,2023,2017-08-06 00:01:01.000001
Sep,Toyota,Urban,Sep,Male,Married,Policy Holder,Sedan,28407,400.0,3.0,more than 30,more than 30,none,over 25,No,No,External,4 to 8 years,2 vehicles,Collision,0.0,244713706,2023,2017-07-19 00:01:01.000001
Jul,Toyota,Urban,Jul,Female,Married,Policy Holder,Sport,94000,400.0,2.0,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,571336715,2023,2018-07-29 00:01:01.000001
Apr,Toyota,Urban,Apr,Male,Single,Third Party,Sedan,23103,400.0,2.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0.0,957777201,2023,2018-12-12 00:01:01.000001
May,Chevrolet,Rural,May,Male,Married,Policy Holder,Utility,73434,400.0,3.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0.0,336097892,2023,2016-10-07 00:01:01.000001
Dec,Honda,Urban,Mar,Female,Married,Policy Holder,Sedan,14228,400.0,4.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,359276733,2023,2018-11-18 00:01:01.000001
Sep,Mazda,Rural,Oct,Male,Married,Policy Holder,Sport,35004,400.0,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,979984827,2023,2018-08-11 00:01:01.000001
Sep,Mazda,Urban,Sep,Female,Single,Policy Holder,Sedan,21984,400.0,2.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0.0,801987841,2023,2017-09-08 00:01:01.000001
Aug,Pontiac,Urban,Aug,Male,Married,Third Party,Sedan,23072,400.0,3.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0.0,362397470,2023,2016-07-02 00:01:01.000001
Aug,Chevrolet,Urban,Aug,Male,Married,Policy Holder,Sport,78382,400.0,3.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Liability,0.0,298584354,2023,2017-09-28 00:01:01.000001
Aug,Toyota,Urban,Aug,Male,Married,Policy Holder,Sport,21760,400.0,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,,958176904,2023,2016-02-29 00:01:01.000001
Jul,Honda,Urban,Jul,Male,Single,Policy Holder,Sport,20376,400.0,4.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Liability,0.0,846222234,2023,2018-07-13 00:01:01.000001
May,Chevrolet,Urban,May,Male,Single,Policy Holder,Sport,98888,400.0,3.0,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,875657108,2023,2018-03-22 00:01:01.000001
Apr,Chevrolet,Urban,Apr,Male,Married,Policy Holder,Sport,44555,400.0,4.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,541850034,2023,2016-02-16 00:01:01.000001
Feb,Toyota,Rural,Feb,Male,Single,Third Party,Sedan,92008,400.0,4.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0.0,840335246,2023,2018-11-02 00:01:01.000001
Feb,Toyota,Rural,Feb,Female,Married,Third Party,Sport,23342,400.0,1.0,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,480932463,2023,2017-02-04 00:01:01.000001
Dec,Chevrolet,Urban,Dec,Female,Single,Policy Holder,Sedan,27119,400.0,4.0,more than 30,more than 30,none,over 25,No,No,External,no change,3 to 4,Collision,0.0,586624226,2023,2018-03-08 00:01:01.000001
Dec,Nissan,Urban,Dec,Male,Married,Policy Holder,Sedan,36013,400.0,3.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,228698213,2023,2016-07-26 00:01:01.000001
Apr,Honda,Urban,Apr,Male,Married,Third Party,Sport,20609,400.0,3.0,more than 30,more than 30,2 to 4,over 25,No,No,Internal,no change,1 vehicle,Liability,0.0,862342589,2023,2017-06-14 00:01:01.000001
Dec,Honda,Urban,Dec,Male,Single,Third Party,Sport,32593,400.0,1.0,more than 30,more than 30,2 to 4,over 25,Yes,No,External,no change,1 vehicle,Liability,0.0,120609709,2023,2017-11-02 00:01:01.000001
Nov,Chevrolet,Urban,Dec,Male,Married,Policy Holder,Sport,75480,400.0,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,4 to 8 years,2 vehicles,Liability,0.0,720326170,2023,2016-05-25 00:01:01.000001
Oct,Mazda,Urban,Oct,Male,Married,Third Party,Sedan,36614,400.0,3.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0.0,242266183,2023,2016-04-24 00:01:01.000001
Oct,Pontiac,Urban,Dec,Male,Single,Policy Holder,Sedan,26902,400.0,2.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,411994401,2023,2022-03-29 00:01:01.000001
Jun,Toyota,Urban,Jun,Male,Married,Policy Holder,Sedan,24696,400.0,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,871056301,2023,2017-05-22 00:01:01.000001
Jun,Pontiac,Urban,Jun,Male,Married,Policy Holder,Sport,1162,400.0,4.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,808518786,2023,2016-08-25 00:01:01.000001
May,Pontiac,Urban,May,Male,Married,Policy Holder,Sedan,20366,400.0,4.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0.0,260291730,2023,2016-03-02 00:01:01.000001
Apr,Honda,Urban,Apr,Female,Single,Third Party,Sedan,92065,400.0,4.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,639358177,2023,2023-02-18 00:01:01.000001
May,Accura,Rural,May,Male,Married,Policy Holder,Sedan,31377,400.0,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,555913759,2023,2016-12-17 00:01:01.000001
Apr,Mazda,Urban,May,Male,Married,Third Party,Sedan,24197,400.0,2.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0.0,604425857,2023,2017-02-05 00:01:01.000001
Apr,Pontiac,Urban,Apr,Male,Married,Policy Holder,Sedan,20925,400.0,1.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,615021351,2023,2017-02-09 00:01:01.000001
Mar,Toyota,Urban,Apr,Female,Single,Policy Holder,Sedan,26665,400.0,1.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,701219542,2023,2017-07-21 00:01:01.000001
Jan,Pontiac,Urban,Feb,Female,Single,Policy Holder,Sedan,26261,400.0,1.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,618003233,2023,2019-11-21 00:01:01.000001
Sep,Honda,Urban,Sep,Male,Married,Policy Holder,Sedan,24493,400.0,3.0,more than 30,more than 30,none,over 25,No,No,External,1 year,1 vehicle,Collision,0.0,523069781,2023,2018-03-12 00:01:01.000001
Apr,Mazda,Urban,Apr,Male,Married,Third Party,Sedan,22724,400.0,1.0,more than 30,more than 30,1,over 25,,No,External,no change,1 vehicle,Collision,0.0,923856577,2023,2016-09-27 00:01:01.000001
Aug,Toyota,Urban,Sep,Female,Married,Policy Holder,Sport,78234,400.0,4.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,502150284,2023,2019-02-25 00:01:01.000001
Aug,Chevrolet,Urban,Aug,Male,Married,Policy Holder,Sport,33341,400.0,3.0,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,391065447,2023,2016-01-03 00:01:01.000001
Aug,Dodge,Urban,Aug,Male,Single,Policy Holder,Sport,32677,400.0,3.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Liability,0.0,729883260,2023,2018-09-30 00:01:01.000001
Mar,Toyota,Urban,Mar,Male,Married,Third Party,Sedan,28368,400.0,2.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,821652083,2023,2017-09-23 00:01:01.000001
Mar,Pontiac,Urban,Apr,Male,Single,Policy Holder,Sedan,37746,400.0,3.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0.0,220428755,2023,2017-03-13 00:01:01.000001
Apr,Toyota,Urban,Apr,Male,Married,Policy Holder,Sport,25872,400.0,3.0,more than 30,more than 30,2 to 4,over 25,No,No,External,4 to 8 years,2 vehicles,Liability,0.0,797136751,2023,2016-11-18 00:01:01.000001
May,Honda,Urban,May,Male,Married,Policy Holder,Sedan,25783,400.0,3.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0.0,644017507,2023,2016-07-16 00:01:01.000001
May,Toyota,Rural,May,Male,Single,Policy Holder,Sedan,21574,400.0,1.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0.0,203016996,2023,2018-05-05 00:01:01.000001
Jul,Honda,Urban,Jul,Male,Single,Policy Holder,Sport,28362,400.0,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,335310745,2023,2017-01-07 00:01:01.000001
Jul,Mazda,Urban,Jul,Female,Married,Third Party,Sedan,28608,400.0,4.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,886600683,2023,2017-07-06 00:01:01.000001
Sep,Mazda,Urban,Dec,Male,Single,Policy Holder,Sport,88138,400.0,3.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0.0,406521048,2023,2018-08-22 00:01:01.000001
Oct,VW,Urban,Nov,Male,Married,Policy Holder,Sport,72260,400.0,3.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,272596675,2023,2016-07-14 00:01:01.000001
Oct,Toyota,Urban,Oct,MALE,Single,Policy Holder,Sedan,24069,400.0,3.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0.0,734607115,2023,2020-08-08 00:01:01.000001
Nov,Chevrolet,Urban,Nov,Male,Married,Third Party,Sedan,22664,400.0,2.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0.0,726146907,2023,2018-02-28 00:01:01.000001
Mar,Toyota,Urban,Apr,Male,Married,Policy Holder,Sedan,25806,400.0,1.0,more than 30,more than 30,1,over 25,Yes,No,External,no change,1 vehicle,Collision,0.0,532983780,2023,2017-01-07 00:01:01.000001
Apr,Pontiac,Urban,Apr,Male,Single,Third Party,Sedan,38009,400.0,2.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,381524285,2023,2018-04-28 00:01:01.000001
Apr,Mazda,Urban,Apr,Male,Single,Policy Holder,Sport,24196,400.0,1.0,more than 30,more than 30,none,over 25,Yes,No,External,no change,1 vehicle,Liability,0.0,876503547,2023,2018-12-11 00:01:01.000001
Apr,Chevrolet,Urban,Apr,Male,Single,Policy Holder,Sedan,92563,400.0,1.0,more than 30,more than 30,none,25 and under,No,No,External,no change,1 vehicle,All Perils,0.0,535623910,2023,2021-12-24 00:01:01.000001
Apr,Toyota,Urban,Apr,Female,Married,Policy Holder,Sedan,21950,400.0,1.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,199136952,2023,2017-10-13 00:01:01.000001
Jul,Toyota,Urban,Jul,Female,Married,Policy Holder,Sport,85886,400.0,1.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Liability,0.0,652258015,2023,2017-10-20 00:01:01.000001
Aug,Nissan,Urban,Aug,Male,Married,Third Party,Sedan,31466,400.0,2.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,579834286,2023,2017-01-04 00:01:01.000001
Aug,Ford,Urban,Aug,Male,Married,Policy Holder,Sedan,30982,400.0,3.0,more than 30,more than 30,none,over 25,No,No,External,no change,3 to 4,Collision,0.0,746510858,2023,2016-12-29 00:01:01.000001
Oct,Chevrolet,Rural,Oct,Male,Married,Third Party,Sedan,23600,400.0,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0.0,776110321,2023,2017-02-08 00:01:01.000001
Nov,Pontiac,Urban,Dec,Male,Married,Third Party,Sedan,11167,400.0,3.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0.0,792451546,2023,2016-05-08 00:01:01.000001
Dec,Honda,Urban,Dec,Male,Married,Policy Holder,Sedan,32975,400.0,1.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0.0,727170399,2023,2017-12-27 00:01:01.000001
Dec,Honda,Urban,Dec,Female,Married,Policy Holder,Sport,34562,400.0,2.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,161547904,2023,2016-10-02 00:01:01.000001
Dec,,Urban,Dec,Female,Married,Policy Holder,Sedan,6420,400.0,1.0,more than 30,more than 30,none,over 25,No,No,External,4 to 8 years,2 vehicles,All Perils,0.0,328621698,2023,2018-11-19 00:01:01.000001
Dec,Chevrolet,Urban,Dec,Male,Married,Policy Holder,Sport,25579,400.0,2.0,more than 30,more than 30,2 to 4,over 25,Yes,No,External,no change,1 vehicle,Liability,0.0,228352232,2023,2018-09-24 00:01:01.000001
Dec,Honda,Urban,Dec,Male,Married,Policy Holder,Sedan,25961,400.0,2.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0.0,522932742,2023,2016-07-23 00:01:01.000001
Nov,Toyota,Urban,Dec,Male,Married,Third Party,Sedan,36425,400.0,3.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0.0,465382279,2023,2016-02-27 00:01:01.000001
Oct,Mazda,Rural,Oct,Male,Married,Policy Holder,Sedan,35476,400.0,4.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0.0,922049369,2023,2017-01-31 00:01:01.000001
Aug,Honda,Urban,Sep,Female,Widow,Policy Holder,Sedan,28907,400.0,2.0,more than 30,more than 30,2 to 4,over 25,Yes,No,External,no change,1 vehicle,Collision,0.0,702148336,2023,2019-05-20 00:01:01.000001
Jul,Pontiac,Urban,Jul,Male,Married,Policy Holder,Sedan,32544,400.0,3.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0.0,151185628,2023,2016-03-23 00:01:01.000001
Apr,Toyota,Urban,May,Male,Married,Policy Holder,Sport,36949,400.0,3.0,more than 30,more than 30,more than 4,over 25,Yes,No,Internal,no change,1 vehicle,Liability,0.0,399769830,2023,2016-10-02 00:01:01.000001
Apr,Ford,Urban,Apr,Male,Married,Policy Holder,Sedan,6324,400.0,3.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,224511145,2023,2016-01-03 00:01:01.000001
Dec,Pontiac,Urban,Dec,Male,Married,Policy Holder,Sedan,27991,400.0,4.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0.0,825005472,2023,2017-05-30 00:01:01.000001
Dec,Mazda,Urban,Dec,Male,Single,Policy Holder,Sport,22856,400.0,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,259414994,2023,2018-03-14 00:01:01.000001
Dec,Honda,Urban,Dec,Male,Married,Policy Holder,Sedan,75269,400.0,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0.0,808655832,2023,2018-01-21 00:01:01.000001
Nov,Pontiac,Urban,Dec,Female,Single,Policy Holder,Sedan,95416,400.0,3.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0.0,853731213,2023,2019-02-02 00:01:01.000001
Nov,Honda,Urban,Nov,Male,Married,Policy Holder,Sport,69564,400.0,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,144758115,2023,2018-08-28 00:01:01.000001
Nov,Toyota,Urban,Dec,Male,Married,Policy Holder,Sport,27033,400.0,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,228000011,2023,2018-07-04 00:01:01.000001
Oct,Toyota,Urban,Nov,Male,Married,Policy Holder,Sedan,24406,400.0,4.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0.0,795146485,2023,2017-01-18 00:01:01.000001
Oct,Pontiac,Urban,Oct,Male,Married,Policy Holder,Sport,25322,400.0,2.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Liability,0.0,473205158,2023,2019-11-10 00:01:01.000001
Sep,Pontiac,Rural,Sep,Male,Single,Policy Holder,Utility,84573,400.0,2.0,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,883617758,2023,2016-05-02 00:01:01.000001
Sep,Mazda,Rural,Sep,Female,Single,Policy Holder,Sport,24880,500.0,2.0,more than 30,more than 30,1,over 25,No,No,External,2 to 3 years,2 vehicles,Liability,0.0,665062293,2023,2017-09-14 00:01:01.000001
Sep,Pontiac,Urban,Sep,Male,Single,Policy Holder,Sedan,25699,400.0,2.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,678477570,2023,2017-10-30 00:01:01.000001
Aug,Honda,Urban,Aug,Male,Married,Policy Holder,Sedan,37733,400.0,1.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0.0,660095379,2023,2016-08-30 00:01:01.000001
Aug,Chevrolet,Urban,Aug,Male,Married,Policy Holder,Sedan,20556,400.0,2.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,565171177,2023,2016-03-05 00:01:01.000001
Jul,Pontiac,Urban,Sep,Male,Married,Policy Holder,Sport,23666,400.0,4.0,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,431326293,2023,2017-07-06 00:01:01.000001
Jun,Chevrolet,Urban,Jun,Male,Married,Policy Holder,Sedan,21420,400.0,2.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,187864372,2023,2016-09-02 00:01:01.000001
Jun,Toyota,Rural,Jun,Male,Married,Policy Holder,Sedan,28152,400.0,2.0,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Collision,0.0,546133737,2023,2016-02-09 00:01:01.000001
